p,rho,seed,protocol,unsafe_total,unsafe_allowed,safe_total,safe_blocked,containment_failure_rate,false_block_rate,benign_success_rate
0.2,0.0,11,single_source,28028,3923,71972,9689,0.1399671756814614,0.1346217973656422,0.8653782026343578
0.2,0.0,11,redundant_fail_closed,28028,610,71972,15855,0.021763950335378906,0.2202940032234758,0.7797059967765242
0.2,0.0,11,correlation_aware,28028,1127,71972,11745,0.04020979020979021,0.16318846217973657,0.8368115378202634
0.2,0.0,11,three_source_diverse,28028,1639,71972,7895,0.05847723704866562,0.10969543711443339,0.8903045628855666
0.2,0.0,12,single_source,28118,3845,71882,9612,0.1367451454584252,0.13371915083052782,0.8662808491694722
0.2,0.0,12,redundant_fail_closed,28118,628,71882,15773,0.022334447684757095,0.2194290642998247,0.7805709357001753
0.2,0.0,12,correlation_aware,28118,1058,71882,11694,0.037627142755530266,0.16268328649731503,0.837316713502685
0.2,0.0,12,three_source_diverse,28118,1584,71882,7851,0.056334020911871396,0.10922066720458529,0.8907793327954148
0.2,0.0,13,single_source,28203,3840,71797,9568,0.13615572811403043,0.13326462108444642,0.8667353789155536
0.2,0.0,13,redundant_fail_closed,28203,606,71797,15793,0.021487075842995425,0.21996740810897392,0.780032591891026
0.2,0.0,13,correlation_aware,28203,1100,71797,11830,0.03900294294933163,0.16477011574299763,0.8352298842570024
0.2,0.0,13,three_source_diverse,28203,1613,71797,7883,0.057192497252065384,0.10979567391395184,0.8902043260860482
0.2,0.0,14,single_source,28034,3810,71966,9694,0.1359063993721909,0.13470249840202317,0.8652975015979768
0.2,0.0,14,redundant_fail_closed,28034,593,71966,15966,0.021152885781550973,0.22185476475002083,0.7781452352499791
0.2,0.0,14,correlation_aware,28034,1106,71966,12122,0.039452093885995576,0.16844065253036156,0.8315593474696384
0.2,0.0,14,three_source_diverse,28034,1606,71966,8067,0.057287579367910395,0.1120946002278854,0.8879053997721146
0.2,0.0,15,single_source,28194,3905,71806,9533,0.13850464637866214,0.13276049355207087,0.8672395064479291
0.2,0.0,15,redundant_fail_closed,28194,589,71806,15754,0.020890969709867348,0.2193967077960059,0.780603292203994
0.2,0.0,15,correlation_aware,28194,1102,71806,11822,0.0390863304249131,0.1646380525304292,0.8353619474695708
0.2,0.0,15,three_source_diverse,28194,1600,71806,7830,0.056749663048875645,0.1090438124947776,0.8909561875052224
0.2,0.0,16,single_source,27819,3911,72181,9610,0.14058736834537547,0.13313752926670452,0.8668624707332955
0.2,0.0,16,redundant_fail_closed,27819,616,72181,15865,0.022143139580862,0.21979468281126613,0.7802053171887339
0.2,0.0,16,correlation_aware,27819,1098,72181,11987,0.03946942736978324,0.16606863301976973,0.8339313669802303
0.2,0.0,16,three_source_diverse,27819,1616,72181,7955,0.058089794744599015,0.11020905778528976,0.8897909422147102
0.2,0.0,17,single_source,28057,3898,71943,9739,0.13893146095448553,0.13537105764285615,0.8646289423571438
0.2,0.0,17,redundant_fail_closed,28057,644,71943,15887,0.022953273692839577,0.22082759962748286,0.7791724003725171
0.2,0.0,17,correlation_aware,28057,1102,71943,12079,0.039277185729051575,0.1678968071945846,0.8321031928054154
0.2,0.0,17,three_source_diverse,28057,1647,71943,8062,0.05870192821755712,0.11206093713078409,0.8879390628692159
0.2,0.0,18,single_source,28089,3993,71911,9796,0.1421552921072306,0.1362239434856976,0.8637760565143024
0.2,0.0,18,redundant_fail_closed,28089,627,71911,15947,0.022321905372209763,0.22176023139714368,0.7782397686028564
0.2,0.0,18,correlation_aware,28089,1138,71911,12111,0.04051408024493574,0.1684165148586447,0.8315834851413553
0.2,0.0,18,three_source_diverse,28089,1666,71911,8035,0.059311474242586065,0.11173533951690284,0.8882646604830972
0.2,0.0,19,single_source,28419,3881,71581,9737,0.13656356662796018,0.13602771685223733,0.8639722831477626
0.2,0.0,19,redundant_fail_closed,28419,619,71581,15950,0.021781202716492486,0.2228244925329347,0.7771755074670653
0.2,0.0,19,correlation_aware,28419,1161,71581,11957,0.04085295049086878,0.16704153336779312,0.8329584666322069
0.2,0.0,19,three_source_diverse,28419,1685,71581,8035,0.05929131918786727,0.11225045752364454,0.8877495424763555
0.2,0.0,20,single_source,27967,3953,72033,9697,0.14134515679193335,0.13461885524690073,0.8653811447530992
0.2,0.0,20,redundant_fail_closed,27967,581,72033,15955,0.020774484213537385,0.22149570335818305,0.778504296641817
0.2,0.0,20,correlation_aware,27967,1104,72033,11918,0.03947509564844281,0.16545194563602794,0.8345480543639721
0.2,0.0,20,three_source_diverse,27967,1583,72033,7950,0.05660242428576537,0.11036608221231935,0.8896339177876806
0.2,0.0,21,single_source,27934,3946,72066,9748,0.14126154507052338,0.13526489606749367,0.8647351039325063
0.2,0.0,21,redundant_fail_closed,27934,614,72066,15934,0.021980382329777334,0.22110287791746455,0.7788971220825355
0.2,0.0,21,correlation_aware,27934,1112,72066,11942,0.03980811913796807,0.16570921100102684,0.8342907889989731
0.2,0.0,21,three_source_diverse,27934,1619,72066,7965,0.057958043960764656,0.11052368662059779,0.8894763133794023
0.2,0.0,22,single_source,28169,3871,71831,9722,0.13742056871028435,0.1353454636577522,0.8646545363422478
0.2,0.0,22,redundant_fail_closed,28169,607,71831,15892,0.02154851077425539,0.22124152524675975,0.7787584747532402
0.2,0.0,22,correlation_aware,28169,1096,71831,11796,0.03890801945400973,0.16421879132964876,0.8357812086703512
0.2,0.0,22,three_source_diverse,28169,1603,71831,7850,0.05690652845326423,0.10928429229719759,0.8907157077028024
0.2,0.0,23,single_source,27881,3994,72119,9918,0.14325167676912592,0.13752270552836285,0.8624772944716371
0.2,0.0,23,redundant_fail_closed,27881,646,72119,16058,0.023169900649187617,0.22265977065683107,0.7773402293431689
0.2,0.0,23,correlation_aware,27881,1099,72119,11953,0.039417524479035904,0.16573995757012716,0.8342600424298728
0.2,0.0,23,three_source_diverse,27881,1652,72119,7982,0.05925182023600301,0.1106781846670087,0.8893218153329913
0.2,0.0,24,single_source,28148,3920,71852,9510,0.13926389086258348,0.1323553972053666,0.8676446027946334
0.2,0.0,24,redundant_fail_closed,28148,624,71852,15732,0.022168537729145944,0.21895006402048656,0.7810499359795134
0.2,0.0,24,correlation_aware,28148,1000,71852,11809,0.03552650277106722,0.16435172298613818,0.8356482770138618
0.2,0.0,24,three_source_diverse,28148,1542,71852,7859,0.054781867272985646,0.109377609530702,0.890622390469298
0.2,0.0,25,single_source,27894,3890,72106,9673,0.1394565139456514,0.1341497240174188,0.8658502759825812
0.2,0.0,25,redundant_fail_closed,27894,588,72106,15734,0.02107980210798021,0.21820652927634315,0.7817934707236569
0.2,0.0,25,correlation_aware,27894,1125,72106,11905,0.0403312540331254,0.16510415222034228,0.8348958477796578
0.2,0.0,25,three_source_diverse,27894,1630,72106,7920,0.05843550584355058,0.10983829362327684,0.8901617063767232
0.2,0.0,26,single_source,27928,3890,72072,9826,0.13928673732454883,0.13633588633588634,0.8636641136641137
0.2,0.0,26,redundant_fail_closed,27928,597,72072,15989,0.021376396448009167,0.22184759684759683,0.7781524031524032
0.2,0.0,26,correlation_aware,27928,1149,72072,11883,0.04114150673159553,0.1648767898767899,0.8351232101232101
0.2,0.0,26,three_source_diverse,27928,1658,72072,8017,0.059366943569177884,0.11123598623598624,0.8887640137640138
0.2,0.0,27,single_source,27861,3894,72139,9558,0.13976526327123936,0.13249421256185975,0.8675057874381402
0.2,0.0,27,redundant_fail_closed,27861,590,72139,15857,0.021176555041096872,0.21981175231150973,0.7801882476884903
0.2,0.0,27,correlation_aware,27861,1066,72139,11815,0.03826136893865977,0.16378103383745268,0.8362189661625473
0.2,0.0,27,three_source_diverse,27861,1556,72139,7938,0.055848677362621585,0.11003756636493436,0.8899624336350657
0.2,0.0,28,single_source,27972,3811,72028,9690,0.13624338624338625,0.1345310157161104,0.8654689842838896
0.2,0.0,28,redundant_fail_closed,27972,547,72028,15841,0.019555269555269556,0.21992836119286943,0.7800716388071306
0.2,0.0,28,correlation_aware,27972,1086,72028,11793,0.038824538824538825,0.16372799466873994,0.83627200533126
0.2,0.0,28,three_source_diverse,27972,1535,72028,7818,0.05487630487630488,0.1085411228966513,0.8914588771033487
0.2,0.0,29,single_source,28011,3975,71989,9753,0.1419085359323123,0.13547903151870425,0.8645209684812958
0.2,0.0,29,redundant_fail_closed,28011,618,71989,15979,0.022062761058155723,0.2219644667935379,0.7780355332064621
0.2,0.0,29,correlation_aware,28011,1183,71989,11980,0.042233408303880615,0.16641431329786496,0.8335856867021351
0.2,0.0,29,three_source_diverse,28011,1701,71989,8026,0.060726143300846094,0.1114892553028935,0.8885107446971066
0.2,0.25,0,single_source,28045,3948,71955,9729,0.1407737564628276,0.13520950594121325,0.8647904940587867
0.2,0.25,0,redundant_fail_closed,28045,1280,71955,14528,0.04564093421287217,0.20190396775762628,0.7980960322423737
0.2,0.25,0,correlation_aware,28045,945,71955,12844,0.033695845961847035,0.1785004516711834,0.8214995483288166
0.2,0.25,0,three_source_diverse,28045,2043,71955,8364,0.07284720984132644,0.11623931623931624,0.8837606837606837
0.2,0.25,1,single_source,28192,3864,71808,9719,0.13706015891032916,0.13534703654188948,0.8646529634581105
0.2,0.25,1,redundant_fail_closed,28192,1322,71808,14484,0.04689273552780931,0.20170454545454544,0.7982954545454546
0.2,0.25,1,correlation_aware,28192,980,71808,12947,0.03476163450624291,0.1803002450980392,0.8196997549019608
0.2,0.25,1,three_source_diverse,28192,2097,71808,8381,0.0743828036322361,0.11671401515151515,0.8832859848484849
0.2,0.25,2,single_source,28230,3855,71770,9717,0.1365568544102019,0.13539083182388184,0.8646091681761181
0.2,0.25,2,redundant_fail_closed,28230,1232,71770,14558,0.04364151611760538,0.20284241326459523,0.7971575867354048
0.2,0.25,2,correlation_aware,28230,962,71770,12689,0.0340772228126107,0.17680089173749478,0.8231991082625052
0.2,0.25,2,three_source_diverse,28230,2002,71770,8290,0.07091746369110875,0.11550787237007105,0.8844921276299289
0.2,0.25,3,single_source,28063,3913,71937,9671,0.13943626839610876,0.13443707688672032,0.8655629231132796
0.2,0.25,3,redundant_fail_closed,28063,1323,71937,14477,0.04714392616612621,0.20124553428694553,0.7987544657130545
0.2,0.25,3,correlation_aware,28063,1031,71937,12863,0.03673876634714749,0.17880923585915454,0.8211907641408455
0.2,0.25,3,three_source_diverse,28063,2145,71937,8423,0.07643516373873072,0.11708856360426484,0.8829114363957351
0.2,0.25,4,single_source,28119,3842,71881,9707,0.13663359294427255,0.13504263991875462,0.8649573600812454
0.2,0.25,4,redundant_fail_closed,28119,1306,71881,14513,0.04644546392119207,0.20190314547655153,0.7980968545234485
0.2,0.25,4,correlation_aware,28119,1050,71881,12867,0.037341299477221805,0.1790041874765237,0.8209958125234763
0.2,0.25,4,three_source_diverse,28119,2124,71881,8429,0.07553611437106583,0.11726325454570749,0.8827367454542925
0.2,0.25,5,single_source,27927,3768,72073,9637,0.13492319260930283,0.13371165346246167,0.8662883465375384
0.2,0.25,5,redundant_fail_closed,27927,1258,72073,14433,0.0450460128191356,0.2002552967130548,0.7997447032869451
0.2,0.25,5,correlation_aware,27927,1020,72073,12866,0.03652379417767752,0.17851345163931015,0.8214865483606899
0.2,0.25,5,three_source_diverse,27927,2072,72073,8408,0.07419343287857628,0.11665949800896314,0.8833405019910369
0.2,0.25,6,single_source,28032,3813,71968,9744,0.13602311643835616,0.13539350822587817,0.8646064917741219
0.2,0.25,6,redundant_fail_closed,28032,1279,71968,14531,0.04562642694063927,0.20190918185860382,0.7980908181413962
0.2,0.25,6,correlation_aware,28032,960,71968,12760,0.03424657534246575,0.17730102267674522,0.8226989773232548
0.2,0.25,6,three_source_diverse,28032,2034,71968,8360,0.07255993150684932,0.11616273899510894,0.883837261004891
0.2,0.25,7,single_source,28233,3981,71767,9751,0.14100520667304217,0.13587024677079995,0.8641297532292
0.2,0.25,7,redundant_fail_closed,28233,1286,71767,14451,0.04554953423298976,0.2013599565259799,0.7986400434740201
0.2,0.25,7,correlation_aware,28233,988,71767,12693,0.03499450997060178,0.17686401828138282,0.8231359817186172
0.2,0.25,7,three_source_diverse,28233,2067,71767,8247,0.07321219849112741,0.11491353964914236,0.8850864603508577
0.2,0.25,8,single_source,27970,3823,72030,9781,0.1366821594565606,0.13579064278772734,0.8642093572122727
0.2,0.25,8,redundant_fail_closed,27970,1281,72030,14595,0.045799070432606365,0.20262390670553937,0.7973760932944607
0.2,0.25,8,correlation_aware,27970,1023,72030,12915,0.03657490168037183,0.1793002915451895,0.8206997084548104
0.2,0.25,8,three_source_diverse,27970,2086,72030,8428,0.07457990704326063,0.11700680272108843,0.8829931972789116
0.2,0.25,9,single_source,27967,3877,72033,9616,0.13862766832338114,0.13349437063568087,0.8665056293643192
0.2,0.25,9,redundant_fail_closed,27967,1291,72033,14376,0.046161547538169985,0.19957519470242804,0.800424805297572
0.2,0.25,9,correlation_aware,27967,1008,72033,12780,0.03604247863553474,0.17741868310357753,0.8225813168964224
0.2,0.25,9,three_source_diverse,27967,2095,72033,8200,0.07490971502127508,0.11383671372843003,0.8861632862715699
0.2,0.25,10,single_source,27722,3968,72278,9663,0.14313541591515763,0.13369213315254988,0.8663078668474501
0.2,0.25,10,redundant_fail_closed,27722,1353,72278,14401,0.048806002452925476,0.19924458341404022,0.8007554165859598
0.2,0.25,10,correlation_aware,27722,996,72278,12947,0.03592814371257485,0.17912781205899445,0.8208721879410056
0.2,0.25,10,three_source_diverse,27722,2161,72278,8425,0.07795252867758459,0.11656382301668558,0.8834361769833144
0.2,0.25,11,single_source,28028,3926,71972,9695,0.14007421150278293,0.13470516311899072,0.8652948368810093
0.2,0.25,11,redundant_fail_closed,28028,1288,71972,14446,0.04595404595404595,0.20071694547879732,0.7992830545212026
0.2,0.25,11,correlation_aware,28028,997,71972,12651,0.035571571285857,0.17577669093536374,0.8242233090646363
0.2,0.25,11,three_source_diverse,28028,2079,71972,8309,0.07417582417582418,0.11544767409548158,0.8845523259045184
0.2,0.25,12,single_source,28118,3859,71882,9655,0.13724304715840388,0.13431735344036058,0.8656826465596394
0.2,0.25,12,redundant_fail_closed,28118,1294,71882,14387,0.04602034284088484,0.20014746389916807,0.799852536100832
0.2,0.25,12,correlation_aware,28118,967,71882,12627,0.03439078170566897,0.17566289196182633,0.8243371080381736
0.2,0.25,12,three_source_diverse,28118,2041,71882,8289,0.07258695497546055,0.11531398681171921,0.8846860131882808
0.2,0.25,13,single_source,28203,3858,71797,9582,0.13679395808956493,0.13345961530426062,0.8665403846957394
0.2,0.25,13,redundant_fail_closed,28203,1282,71797,14357,0.045456157146402866,0.19996657241946042,0.8000334275805396
0.2,0.25,13,correlation_aware,28203,1018,71797,12815,0.036095450838563276,0.17848935192278229,0.8215106480772177
0.2,0.25,13,three_source_diverse,28203,2091,71797,8344,0.07414104882459313,0.11621655500926223,0.8837834449907378
0.2,0.25,14,single_source,28034,3858,71966,9726,0.13761860597845474,0.13514715282216602,0.864852847177834
0.2,0.25,14,redundant_fail_closed,28034,1267,71966,14594,0.04519512021117215,0.20279020648639634,0.7972097935136037
0.2,0.25,14,correlation_aware,28034,1026,71966,12998,0.036598416208889206,0.18061306728177196,0.819386932718228
0.2,0.25,14,three_source_diverse,28034,2090,71966,8484,0.07455232931440393,0.11788900314037185,0.8821109968596281
0.2,0.25,15,single_source,28194,3944,71806,9548,0.13988791941547848,0.13296938974458958,0.8670306102554104
0.2,0.25,15,redundant_fail_closed,28194,1299,71806,14325,0.04607363268780591,0.19949586385538812,0.8005041361446119
0.2,0.25,15,correlation_aware,28194,1013,71806,12694,0.035929630417819394,0.17678188452218477,0.8232181154778152
0.2,0.25,15,three_source_diverse,28194,2109,71806,8201,0.07480314960629922,0.11421051165640754,0.8857894883435925
0.2,0.25,16,single_source,27819,3900,72181,9633,0.14019195513857435,0.13345617267702026,0.8665438273229797
0.2,0.25,16,redundant_fail_closed,27819,1310,72181,14402,0.04709011826449549,0.19952619110292183,0.8004738088970782
0.2,0.25,16,correlation_aware,27819,982,72181,12954,0.035299615370789746,0.17946551031434865,0.8205344896856513
0.2,0.25,16,three_source_diverse,27819,2094,72181,8402,0.07527229591286531,0.11640182319446946,0.8835981768055305
0.2,0.25,17,single_source,28057,3923,71943,9695,0.1398225041879032,0.1347594623521399,0.8652405376478601
0.2,0.25,17,redundant_fail_closed,28057,1352,71943,14452,0.04818761806322843,0.20088125321435024,0.7991187467856498
0.2,0.25,17,correlation_aware,28057,1001,71943,12986,0.03567737106604413,0.1805040101191221,0.8194959898808779
0.2,0.25,17,three_source_diverse,28057,2149,71943,8454,0.07659407634458423,0.11750969517534715,0.8824903048246528
0.2,0.25,18,single_source,28089,3914,71911,9798,0.13934280323258216,0.13625175564239128,0.8637482443576088
0.2,0.25,18,redundant_fail_closed,28089,1314,71911,14537,0.046779878244152515,0.20215266092809167,0.7978473390719083
0.2,0.25,18,correlation_aware,28089,1009,71911,13000,0.03592153512050981,0.18077901850899028,0.8192209814910097
0.2,0.25,18,three_source_diverse,28089,2104,71911,8427,0.0749047669906369,0.11718652222886623,0.8828134777711337
0.2,0.25,19,single_source,28419,3873,71581,9798,0.13628206481579225,0.13687989829703412,0.8631201017029659
0.2,0.25,19,redundant_fail_closed,28419,1308,71581,14627,0.04602554628945424,0.20434193431217781,0.7956580656878222
0.2,0.25,19,correlation_aware,28419,1063,71581,12889,0.03740455329181182,0.18006174822927873,0.8199382517707212
0.2,0.25,19,three_source_diverse,28419,2166,71581,8476,0.0762166156444632,0.11841131026389684,0.8815886897361032
0.2,0.25,20,single_source,27967,3960,72033,9758,0.1415954517824579,0.13546568933683173,0.8645343106631682
0.2,0.25,20,redundant_fail_closed,27967,1294,72033,14599,0.046268816819823366,0.20267099801479876,0.7973290019852013
0.2,0.25,20,correlation_aware,27967,1017,72033,12825,0.03636428648049487,0.17804339677647746,0.8219566032235226
0.2,0.25,20,three_source_diverse,27967,2098,72033,8379,0.07501698430292845,0.11632168589396527,0.8836783141060347
0.2,0.25,21,single_source,27934,3900,72066,9751,0.13961480632920456,0.1353065245746954,0.8646934754253046
0.2,0.25,21,redundant_fail_closed,27934,1257,72066,14505,0.044998926039951315,0.201273832320373,0.798726167679627
0.2,0.25,21,correlation_aware,27934,986,72066,12892,0.035297486933486076,0.17889157161490857,0.8211084283850915
0.2,0.25,21,three_source_diverse,27934,2037,72066,8419,0.07292188730579223,0.11682346737712652,0.8831765326228734
0.2,0.25,22,single_source,28169,3901,71831,9716,0.13848556924278463,0.13526193426236582,0.8647380657376342
0.2,0.25,22,redundant_fail_closed,28169,1286,71831,14432,0.045653022826511416,0.20091603903607078,0.7990839609639292
0.2,0.25,22,correlation_aware,28169,1007,71831,12709,0.03574851787425894,0.17692918099427823,0.8230708190057218
0.2,0.25,22,three_source_diverse,28169,2092,71831,8294,0.07426603713301856,0.11546546755579068,0.8845345324442093
0.2,0.25,23,single_source,27881,3966,72119,9903,0.14224740862953267,0.13731471595557343,0.8626852840444266
0.2,0.25,23,redundant_fail_closed,27881,1327,72119,14633,0.047595136472866825,0.2029007612418364,0.7970992387581636
0.2,0.25,23,correlation_aware,27881,993,72119,12843,0.035615652236289944,0.17808067222229926,0.8219193277777007
0.2,0.25,23,three_source_diverse,27881,2121,72119,8361,0.07607331157419031,0.11593338787282131,0.8840666121271787
0.2,0.25,24,single_source,28148,3900,71852,9564,0.13855336080716213,0.13310694204754217,0.8668930579524579
0.2,0.25,24,redundant_fail_closed,28148,1327,71852,14378,0.04714366917720619,0.20010577297778767,0.7998942270222124
0.2,0.25,24,correlation_aware,28148,912,71852,12737,0.0324001705272133,0.17726716027389633,0.8227328397261037
0.2,0.25,24,three_source_diverse,28148,2064,71852,8285,0.07332670171948273,0.11530646328564272,0.8846935367143572
0.2,0.25,25,single_source,27894,3878,72106,9816,0.1390263139026314,0.13613291543006129,0.8638670845699388
0.2,0.25,25,redundant_fail_closed,27894,1267,72106,14467,0.045421954542195456,0.20063517599090228,0.7993648240090977
0.2,0.25,25,correlation_aware,27894,969,72106,12881,0.034738653473865344,0.17863978032341277,0.8213602196765872
0.2,0.25,25,three_source_diverse,27894,2074,72106,8456,0.07435290743529074,0.11727179430283194,0.882728205697168
0.2,0.25,26,single_source,27928,3961,72072,9777,0.14182898882841594,0.13565601065601066,0.8643439893439894
0.2,0.25,26,redundant_fail_closed,27928,1322,72072,14509,0.047336006874820966,0.20131257631257632,0.7986874236874237
0.2,0.25,26,correlation_aware,27928,1059,72072,12820,0.037918934402749925,0.1778776778776779,0.8221223221223222
0.2,0.25,26,three_source_diverse,27928,2179,72072,8442,0.07802205671727298,0.11713286713286714,0.8828671328671329
0.2,0.25,27,single_source,27861,3797,72139,9432,0.13628369405261836,0.13074758452432111,0.8692524154756789
0.2,0.25,27,redundant_fail_closed,27861,1242,72139,14303,0.04457844298481749,0.19827000651519983,0.8017299934848001
0.2,0.25,27,correlation_aware,27861,935,72139,12642,0.03355945587021284,0.17524501309971027,0.8247549869002897
0.2,0.25,27,three_source_diverse,27861,1989,72139,8227,0.0713901152148164,0.1140437211494476,0.8859562788505524
0.2,0.25,28,single_source,27972,3779,72028,9764,0.1350993850993851,0.13555839395790525,0.8644416060420947
0.2,0.25,28,redundant_fail_closed,27972,1280,72028,14530,0.04576004576004576,0.20172710612539568,0.7982728938746043
0.2,0.25,28,correlation_aware,27972,990,72028,12712,0.035392535392535396,0.17648692175265174,0.8235130782473483
0.2,0.25,28,three_source_diverse,27972,2070,72028,8300,0.074002574002574,0.11523296495807187,0.8847670350419281
0.2,0.25,29,single_source,28011,4023,71989,9778,0.1436221484416836,0.13582630679687174,0.8641736932031283
0.2,0.25,29,redundant_fail_closed,28011,1364,71989,14502,0.04869515547463497,0.20144744335940212,0.7985525566405979
0.2,0.25,29,correlation_aware,28011,1055,71989,12927,0.0376637749455571,0.17956910083484978,0.8204308991651502
0.2,0.25,29,three_source_diverse,28011,2199,71989,8439,0.07850487308557352,0.11722624289822056,0.8827737571017794
0.2,0.5,0,single_source,28045,3916,71955,9710,0.1396327331075058,0.13494545201862276,0.8650545479813773
0.2,0.5,0,redundant_fail_closed,28045,2069,71955,12944,0.0737742913175254,0.17989020915850185,0.8201097908414982
0.2,0.5,0,correlation_aware,28045,802,71955,13828,0.028596897842752718,0.19217566534639705,0.8078243346536029
0.2,0.5,0,three_source_diverse,28045,2592,71955,8765,0.09242289178106615,0.12181224376346328,0.8781877562365368
0.2,0.5,1,single_source,28192,3856,71808,9739,0.13677639046538026,0.1356255570409982,0.8643744429590018
0.2,0.5,1,redundant_fail_closed,28192,2083,71808,12998,0.07388620885357548,0.18101047237076648,0.8189895276292335
0.2,0.5,1,correlation_aware,28192,874,71808,13876,0.031001702610669694,0.19323752228163993,0.8067624777183601
0.2,0.5,1,three_source_diverse,28192,2619,71808,8778,0.09289869466515323,0.12224264705882353,0.8777573529411765
0.2,0.5,2,single_source,28230,3906,71770,9654,0.1383634431455898,0.13451302772746274,0.8654869722725372
0.2,0.5,2,redundant_fail_closed,28230,2063,71770,12985,0.0730782855118668,0.18092517765082905,0.819074822349171
0.2,0.5,2,correlation_aware,28230,881,71770,13648,0.031207934821112292,0.19016302076076355,0.8098369792392365
0.2,0.5,2,three_source_diverse,28230,2638,71770,8689,0.09344668792065179,0.1210672983140588,0.8789327016859412
0.2,0.5,3,single_source,28063,3931,71937,9702,0.14007768235755266,0.13486800950831979,0.8651319904916802
0.2,0.5,3,redundant_fail_closed,28063,2169,71937,12934,0.07729038235398925,0.17979621057314038,0.8202037894268597
0.2,0.5,3,correlation_aware,28063,880,71937,13826,0.0313580158928126,0.19219594923335698,0.8078040507666431
0.2,0.5,3,three_source_diverse,28063,2708,71937,8813,0.09649716708833696,0.12250997400503218,0.8774900259949678
0.2,0.5,4,single_source,28119,3865,71881,9642,0.1374515452185355,0.13413836757974987,0.8658616324202502
0.2,0.5,4,redundant_fail_closed,28119,2061,71881,12947,0.07329563640243252,0.18011713804760646,0.8198828619523936
0.2,0.5,4,correlation_aware,28119,927,71881,13748,0.03296703296703297,0.19126055564057262,0.8087394443594274
0.2,0.5,4,three_source_diverse,28119,2653,71881,8765,0.09434901667911377,0.12193764694425509,0.8780623530557449
0.2,0.5,5,single_source,27927,3759,72073,9684,0.13460092383714684,0.1343637700664604,0.8656362299335396
0.2,0.5,5,redundant_fail_closed,27927,2026,72073,12933,0.07254628137644574,0.17944306467054236,0.8205569353294576
0.2,0.5,5,correlation_aware,27927,894,72073,13846,0.03201203136749382,0.1921107765737516,0.8078892234262484
0.2,0.5,5,three_source_diverse,27927,2598,72073,8849,0.09302825222902568,0.12277829422946179,0.8772217057705383
0.2,0.5,6,single_source,28032,3843,71968,9633,0.1370933219178082,0.13385115606936415,0.8661488439306358
0.2,0.5,6,redundant_fail_closed,28032,2058,71968,12907,0.07341609589041095,0.1793435971542908,0.8206564028457092
0.2,0.5,6,correlation_aware,28032,882,71968,13636,0.03146404109589041,0.18947309915518007,0.8105269008448199
0.2,0.5,6,three_source_diverse,28032,2603,71968,8653,0.09285816210045662,0.12023399288572699,0.879766007114273
0.2,0.5,7,single_source,28233,3910,71767,9692,0.1384904190132115,0.13504814190366046,0.8649518580963396
0.2,0.5,7,redundant_fail_closed,28233,2064,71767,12955,0.07310593985761343,0.1805147212507141,0.8194852787492859
0.2,0.5,7,correlation_aware,28233,858,71767,13661,0.03038996918499628,0.19035211169479008,0.80964788830521
0.2,0.5,7,three_source_diverse,28233,2610,71767,8751,0.09244501115715652,0.1219362659718255,0.8780637340281745
0.2,0.5,8,single_source,27970,3823,72030,9771,0.1366821594565606,0.1356518117451062,0.8643481882548938
0.2,0.5,8,redundant_fail_closed,27970,2047,72030,13094,0.07318555595280658,0.18178536720810773,0.8182146327918922
0.2,0.5,8,correlation_aware,27970,867,72030,13857,0.030997497318555594,0.19237817576009997,0.8076218242399
0.2,0.5,8,three_source_diverse,27970,2589,72030,8862,0.09256346085091169,0.12303206997084548,0.8769679300291545
0.2,0.5,9,single_source,27967,3915,72033,9670,0.13998641255765723,0.13424402704316077,0.8657559729568393
0.2,0.5,9,redundant_fail_closed,27967,2096,72033,12930,0.07494547144849287,0.17950106201324392,0.8204989379867561
0.2,0.5,9,correlation_aware,27967,894,72033,13781,0.0319662459327064,0.19131509169408464,0.8086849083059153
0.2,0.5,9,three_source_diverse,27967,2677,72033,8686,0.09571995566203025,0.12058362139574917,0.8794163786042508
0.2,0.5,10,single_source,27722,3863,72278,9654,0.1393478104032898,0.13356761393508398,0.866432386064916
0.2,0.5,10,redundant_fail_closed,27722,2068,72278,12886,0.07459779236707308,0.17828384847394782,0.8217161515260522
0.2,0.5,10,correlation_aware,27722,858,72278,13924,0.03095014789697713,0.19264506488834776,0.8073549351116522
0.2,0.5,10,three_source_diverse,27722,2618,72278,8802,0.09443763076257124,0.12177979468164586,0.8782202053183541
0.2,0.5,11,single_source,28028,3920,71972,9649,0.13986013986013987,0.13406602567665202,0.865933974323348
0.2,0.5,11,redundant_fail_closed,28028,2083,71972,12844,0.07431853860425289,0.17845828933474128,0.8215417106652587
0.2,0.5,11,correlation_aware,28028,901,71972,13588,0.03214642500356786,0.1887956427499583,0.8112043572500417
0.2,0.5,11,three_source_diverse,28028,2653,71972,8684,0.09465534465534466,0.12065803367976435,0.8793419663202356
0.2,0.5,12,single_source,28118,3881,71882,9753,0.1380254641155132,0.1356806989232353,0.8643193010767647
0.2,0.5,12,redundant_fail_closed,28118,2115,71882,12949,0.0752187211039192,0.1801424556912718,0.8198575443087281
0.2,0.5,12,correlation_aware,28118,868,71882,13685,0.030869905398677004,0.1903814585014329,0.809618541498567
0.2,0.5,12,three_source_diverse,28118,2633,71882,8794,0.09364108400312966,0.1223393895551042,0.8776606104448959
0.2,0.5,13,single_source,28203,3952,71797,9541,0.14012693685068964,0.1328885608033762,0.8671114391966238
