p,rho,seed,protocol,unsafe_total,unsafe_allowed,safe_total,safe_blocked,containment_failure_rate,false_block_rate,benign_success_rate
0.1,0.25,11,three_source_diverse,28028,906,71972,3083,0.03232481803910375,0.0428361029289168,0.9571638970710832
0.1,0.25,12,single_source,28118,2135,71882,5077,0.07593000924674585,0.0706296430260705,0.9293703569739296
0.1,0.25,12,redundant_fail_closed,28118,627,71882,8177,0.022298883277615762,0.11375587768843382,0.8862441223115662
0.1,0.25,12,correlation_aware,28118,304,71882,6676,0.010811579770965219,0.09287443309868952,0.9071255669013105
0.1,0.25,12,three_source_diverse,28118,871,71882,3165,0.030976598620101003,0.04403049442141287,0.9559695055785872
0.1,0.25,13,single_source,28203,2113,71797,5080,0.07492110768357976,0.07075504547543769,0.9292449545245623
0.1,0.25,13,redundant_fail_closed,28203,632,71797,8248,0.022408963585434174,0.11487945178767915,0.8851205482123209
0.1,0.25,13,correlation_aware,28203,333,71797,6655,0.011807254547388575,0.09269189520453501,0.907308104795465
0.1,0.25,13,three_source_diverse,28203,901,71797,3125,0.031946955997588906,0.04352549549424071,0.9564745045057593
0.1,0.25,14,single_source,28034,2058,71966,5131,0.07341085824356139,0.07129755717977934,0.9287024428202206
0.1,0.25,14,redundant_fail_closed,28034,626,71966,8255,0.022330027823357353,0.1147069449462246,0.8852930550537754
0.1,0.25,14,correlation_aware,28034,320,71966,6757,0.011414710708425483,0.09389155990328767,0.9061084400967123
0.1,0.25,14,three_source_diverse,28034,886,71966,3186,0.03160448027395306,0.04427090570547203,0.955729094294528
0.1,0.25,15,single_source,28194,2160,71806,5020,0.07661204511598213,0.06991059242960199,0.930089407570398
0.1,0.25,15,redundant_fail_closed,28194,651,71806,8139,0.02309001915301128,0.11334707406066345,0.8866529259393365
0.1,0.25,15,correlation_aware,28194,310,71806,6586,0.010995247215719657,0.0917193549285575,0.9082806450714425
0.1,0.25,15,three_source_diverse,28194,912,71806,3142,0.032347307937859116,0.043756789126256856,0.9562432108737431
0.1,0.25,16,single_source,27819,2067,72181,5080,0.07430173622344441,0.070378631495823,0.929621368504177
0.1,0.25,16,redundant_fail_closed,27819,615,72181,8200,0.022107192925698262,0.11360330280821823,0.8863966971917818
0.1,0.25,16,correlation_aware,27819,329,72181,6714,0.011826449548869477,0.0930161676895582,0.9069838323104418
0.1,0.25,16,three_source_diverse,27819,883,72181,3154,0.031740896509579786,0.04369570939720979,0.9563042906027902
0.1,0.25,17,single_source,28057,2172,71943,5195,0.0774138361193285,0.07220994398343132,0.9277900560165687
0.1,0.25,17,redundant_fail_closed,28057,683,71943,8333,0.024343301136971165,0.11582780812587742,0.8841721918741225
0.1,0.25,17,correlation_aware,28057,332,71943,6927,0.011833054139786862,0.09628455860889872,0.9037154413911013
0.1,0.25,17,three_source_diverse,28057,943,71943,3254,0.033610150764515095,0.0452302517270617,0.9547697482729383
0.1,0.25,18,single_source,28089,2174,71911,5198,0.07739684574032539,0.07228379524690243,0.9277162047530976
0.1,0.25,18,redundant_fail_closed,28089,653,71911,8377,0.023247534622094057,0.11649121831152397,0.883508781688476
0.1,0.25,18,correlation_aware,28089,290,71911,6749,0.01032432624870946,0.09385212276285965,0.9061478772371403
0.1,0.25,18,three_source_diverse,28089,890,71911,3218,0.031685001246039374,0.044749760120148516,0.9552502398798515
0.1,0.25,19,single_source,28419,2131,71581,5144,0.07498504521622858,0.07186264511532389,0.9281373548846761
0.1,0.25,19,redundant_fail_closed,28419,639,71581,8269,0.02248495724691228,0.11551948142663555,0.8844805185733644
0.1,0.25,19,correlation_aware,28419,351,71581,6784,0.012350892008867307,0.09477375281150026,0.9052262471884998
0.1,0.25,19,three_source_diverse,28419,921,71581,3191,0.03240789612583131,0.04457886869420656,0.9554211313057934
0.1,0.25,20,single_source,27967,2241,72033,5224,0.08013015339507276,0.0725223161606486,0.9274776838393514
0.1,0.25,20,redundant_fail_closed,27967,638,72033,8374,0.02281260056495155,0.11625227326364306,0.8837477267363569
0.1,0.25,20,correlation_aware,27967,324,72033,6761,0.011585082418564737,0.093859758721697,0.9061402412783031
0.1,0.25,20,three_source_diverse,27967,903,72033,3226,0.03228805377766653,0.044785029083892106,0.9552149709161079
0.1,0.25,21,single_source,27934,2167,72066,5145,0.07757571418343237,0.07139288985096995,0.9286071101490301
0.1,0.25,21,redundant_fail_closed,27934,587,72066,8262,0.021013818285959763,0.11464490883356923,0.8853550911664307
0.1,0.25,21,correlation_aware,27934,317,72066,6744,0.011348177847784063,0.09358088418949297,0.906419115810507
0.1,0.25,21,three_source_diverse,27934,867,72066,3172,0.031037445407030857,0.0440152082812977,0.9559847917187023
0.1,0.25,22,single_source,28169,2101,71831,5189,0.07458553729276865,0.07223900544333227,0.9277609945566677
0.1,0.25,22,redundant_fail_closed,28169,626,71831,8297,0.022223011111505556,0.11550723225348387,0.8844927677465161
0.1,0.25,22,correlation_aware,28169,280,71831,6703,0.009940004970002485,0.09331625621249878,0.9066837437875013
0.1,0.25,22,three_source_diverse,28169,851,71831,3213,0.030210515105257553,0.044729991229413485,0.9552700087705865
0.1,0.25,23,single_source,27881,2172,72119,5232,0.07790251425702091,0.07254676298894883,0.9274532370110512
0.1,0.25,23,redundant_fail_closed,27881,615,72119,8375,0.022058032351780783,0.11612751147409144,0.8838724885259086
0.1,0.25,23,correlation_aware,27881,334,72119,6641,0.01197948423657688,0.09208391685963477,0.9079160831403652
0.1,0.25,23,three_source_diverse,27881,891,72119,3151,0.031957246870628744,0.04369167625729697,0.956308323742703
0.1,0.25,24,single_source,28148,2214,71852,5067,0.07865567713514282,0.07051995769080889,0.9294800423091911
0.1,0.25,24,redundant_fail_closed,28148,653,71852,8177,0.02319880630950689,0.11380337360129154,0.8861966263987084
0.1,0.25,24,correlation_aware,28148,289,71852,6696,0.010267159300838425,0.09319156042977231,0.9068084395702277
0.1,0.25,24,three_source_diverse,28148,894,71852,3116,0.03176069347733409,0.043366920892946616,0.9566330791070534
0.1,0.25,25,single_source,27894,2119,72106,5116,0.07596615759661576,0.07095109976978338,0.9290489002302166
0.1,0.25,25,redundant_fail_closed,27894,598,72106,8177,0.021438302143830214,0.1134024907774665,0.8865975092225336
0.1,0.25,25,correlation_aware,27894,302,72106,6792,0.010826701082670108,0.09419465786481014,0.9058053421351898
0.1,0.25,25,three_source_diverse,27894,861,72106,3191,0.030866853086685308,0.044254292291903585,0.9557457077080964
0.1,0.25,26,single_source,27928,2139,72072,5169,0.07658980234889716,0.07171994671994672,0.9282800532800533
0.1,0.25,26,redundant_fail_closed,27928,661,72072,8276,0.023668003437410483,0.11482961482961483,0.8851703851703852
0.1,0.25,26,correlation_aware,27928,274,72072,6765,0.00981094242337439,0.09386446886446886,0.9061355311355311
0.1,0.25,26,three_source_diverse,27928,884,72072,3176,0.0316528215411057,0.044067044067044064,0.9559329559329559
0.1,0.25,27,single_source,27861,2106,72139,5044,0.07558953375686443,0.06992057001067384,0.9300794299893261
0.1,0.25,27,redundant_fail_closed,27861,616,72139,8227,0.02210975916155199,0.1140437211494476,0.8859562788505524
0.1,0.25,27,correlation_aware,27861,288,72139,6713,0.010337030257348983,0.0930564604444198,0.9069435395555802
0.1,0.25,27,three_source_diverse,27861,854,72139,3156,0.030652166110333442,0.04374887370215833,0.9562511262978417
0.1,0.25,28,single_source,27972,2048,72028,5236,0.07321607321607322,0.07269395235186317,0.9273060476481368
0.1,0.25,28,redundant_fail_closed,27972,627,72028,8382,0.022415272415272414,0.1163714111178986,0.8836285888821014
0.1,0.25,28,correlation_aware,27972,332,72028,6754,0.011869011869011868,0.09376908979841173,0.9062309102015883
0.1,0.25,28,three_source_diverse,27972,895,72028,3197,0.031996281996281996,0.044385516743488646,0.9556144832565113
0.1,0.25,29,single_source,28011,2260,71989,5160,0.08068258898289958,0.07167761741377154,0.9283223825862285
0.1,0.25,29,redundant_fail_closed,28011,697,71989,8292,0.024883081646496018,0.11518426426259568,0.8848157357374044
0.1,0.25,29,correlation_aware,28011,337,71989,6764,0.01203098782621113,0.0939587992609982,0.9060412007390017
0.1,0.25,29,three_source_diverse,28011,981,71989,3234,0.03502195566027632,0.04492352998374752,0.9550764700162525
0.1,0.5,0,single_source,28045,2046,71955,5196,0.07295418078088786,0.07221179904106734,0.9277882009589327
0.1,0.5,0,redundant_fail_closed,28045,1063,71955,7212,0.03790336958459618,0.10022930998540755,0.8997706900145924
0.1,0.5,0,correlation_aware,28045,248,71955,7623,0.008842931003743983,0.10594121325828643,0.8940587867417136
0.1,0.5,0,three_source_diverse,28045,1234,71955,3818,0.044000713139597074,0.05306094086581892,0.9469390591341811
0.1,0.5,1,single_source,28192,2135,71808,5097,0.07573070374574348,0.07098094919786097,0.929019050802139
0.1,0.5,1,redundant_fail_closed,28192,1107,71808,7310,0.03926645856980704,0.10179924242424243,0.8982007575757576
0.1,0.5,1,correlation_aware,28192,283,71808,7645,0.010038308740068105,0.10646446078431372,0.8935355392156863
0.1,0.5,1,three_source_diverse,28192,1279,71808,3843,0.04536748013620885,0.05351771390374332,0.9464822860962567
0.1,0.5,2,single_source,28230,2083,71770,5082,0.07378675168260715,0.07080953044447541,0.9291904695555246
0.1,0.5,2,redundant_fail_closed,28230,1088,71770,7247,0.038540559688274884,0.10097533788491013,0.8990246621150899
0.1,0.5,2,correlation_aware,28230,300,71770,7503,0.010626992561105207,0.10454228786401003,0.89545771213599
0.1,0.5,2,three_source_diverse,28230,1284,71770,3738,0.045483528161530284,0.05208304305420092,0.947916956945799
0.1,0.5,3,single_source,28063,2132,71937,5067,0.07597192032213235,0.07043663205304641,0.9295633679469536
0.1,0.5,3,redundant_fail_closed,28063,1152,71937,7195,0.04105049353240922,0.10001807136800256,0.8999819286319974
0.1,0.5,3,correlation_aware,28063,283,71937,7511,0.010084452838256779,0.10441080389785506,0.8955891961021449
0.1,0.5,3,three_source_diverse,28063,1331,71937,3752,0.04742899903787906,0.052156748265843725,0.9478432517341563
0.1,0.5,4,single_source,28119,2067,71881,5000,0.07350901525658807,0.06955941069267262,0.9304405893073274
0.1,0.5,4,redundant_fail_closed,28119,1059,71881,7190,0.03766136775845514,0.10002643257606321,0.8999735674239367
0.1,0.5,4,correlation_aware,28119,268,71881,7458,0.009530922152281376,0.10375481698919047,0.8962451830108096
0.1,0.5,4,three_source_diverse,28119,1228,71881,3725,0.04367153881716988,0.051821760966041096,0.9481782390339589
0.1,0.5,5,single_source,27927,2009,72073,5104,0.07193755147348445,0.07081708822998904,0.929182911770011
0.1,0.5,5,redundant_fail_closed,27927,1040,72073,7240,0.0372399470046908,0.10045370665852676,0.8995462933414733
0.1,0.5,5,correlation_aware,27927,270,72073,7661,0.009668063164679342,0.10629500645179193,0.8937049935482081
0.1,0.5,5,three_source_diverse,27927,1221,72073,3877,0.04372113008916103,0.05379268241921385,0.9462073175807861
0.1,0.5,6,single_source,28032,2047,71968,5010,0.07302368721461187,0.06961427301022677,0.9303857269897733
0.1,0.5,6,redundant_fail_closed,28032,1060,71968,7189,0.03781392694063927,0.09989161849710983,0.9001083815028902
0.1,0.5,6,correlation_aware,28032,301,71968,7438,0.010737728310502284,0.10335148955091152,0.8966485104490884
0.1,0.5,6,three_source_diverse,28032,1254,71968,3737,0.04473458904109589,0.05192585593597154,0.9480741440640285
0.1,0.5,7,single_source,28233,2108,71767,5083,0.07466439981581836,0.07082642440118718,0.9291735755988129
0.1,0.5,7,redundant_fail_closed,28233,1082,71767,7207,0.0383239471540396,0.10042219961820893,0.899577800381791
0.1,0.5,7,correlation_aware,28233,302,71767,7429,0.010696702440406616,0.10351554335558126,0.8964844566444188
0.1,0.5,7,three_source_diverse,28233,1270,71767,3760,0.04498282152091524,0.052391767804143966,0.947608232195856
0.1,0.5,8,single_source,27970,2099,72030,5161,0.07504469074007866,0.07165070109676523,0.9283492989032348
0.1,0.5,8,redundant_fail_closed,27970,1096,72030,7307,0.03918484090096532,0.10144384284325975,0.8985561571567402
0.1,0.5,8,correlation_aware,27970,294,72030,7608,0.010511262066499822,0.10562265722615577,0.8943773427738442
0.1,0.5,8,three_source_diverse,27970,1273,72030,3843,0.04551304969610297,0.05335276967930029,0.9466472303206998
0.1,0.5,9,single_source,27967,2123,72033,5155,0.07591089498337326,0.07156442186220205,0.928435578137798
0.1,0.5,9,redundant_fail_closed,27967,1146,72033,7289,0.04097686559159009,0.10118973248372273,0.8988102675162772
0.1,0.5,9,correlation_aware,27967,285,72033,7628,0.010190581757070834,0.10589590881956881,0.8941040911804312
0.1,0.5,9,three_source_diverse,27967,1336,72033,3789,0.04777058676297064,0.05260089125817334,0.9473991087418266
0.1,0.5,10,single_source,27722,2142,72278,5143,0.07726715244210375,0.07115581504745566,0.9288441849525444
0.1,0.5,10,redundant_fail_closed,27722,1094,72278,7221,0.03946324219031816,0.09990591881347022,0.9000940811865298
0.1,0.5,10,correlation_aware,27722,266,72278,7593,0.009595267296731838,0.1050527131353939,0.8949472868646061
0.1,0.5,10,three_source_diverse,27722,1282,72278,3810,0.04624485967823389,0.05271313539389579,0.9472868646061042
0.1,0.5,11,single_source,28028,2126,71972,5084,0.07585271870986157,0.0706385816706497,0.9293614183293503
0.1,0.5,11,redundant_fail_closed,28028,1095,71972,7162,0.0390680747823605,0.09951092091368866,0.9004890790863114
0.1,0.5,11,correlation_aware,28028,288,71972,7351,0.010275438846867418,0.10213694214416717,0.8978630578558329
0.1,0.5,11,three_source_diverse,28028,1282,71972,3721,0.045739974311402885,0.0517006613683099,0.9482993386316901
0.1,0.5,12,single_source,28118,2159,71882,5106,0.07678355501813784,0.07103308199549262,0.9289669180045074
0.1,0.5,12,redundant_fail_closed,28118,1135,71882,7139,0.0403656021054129,0.09931554492084249,0.9006844550791575
0.1,0.5,12,correlation_aware,28118,266,71882,7524,0.009460132299594566,0.104671545032136,0.895328454967864
0.1,0.5,12,three_source_diverse,28118,1302,71882,3819,0.0463048580980155,0.053128738766311454,0.9468712612336886
0.1,0.5,13,single_source,28203,2134,71797,4994,0.07566570932170337,0.06955722383943619,0.9304427761605638
0.1,0.5,13,redundant_fail_closed,28203,1090,71797,7123,0.03864837074070134,0.0992102734097525,0.9007897265902475
0.1,0.5,13,correlation_aware,28203,300,71797,7449,0.010637166258908627,0.10375085309971169,0.8962491469002883
0.1,0.5,13,three_source_diverse,28203,1287,71797,3714,0.04563344325071801,0.051729180884995195,0.9482708191150048
0.1,0.5,14,single_source,28034,2088,71966,5147,0.07448098737247628,0.07151988438985077,0.9284801156101492
0.1,0.5,14,redundant_fail_closed,28034,1109,71966,7248,0.039559106798887064,0.10071422616235444,0.8992857738376455
0.1,0.5,14,correlation_aware,28034,282,71966,7601,0.010059213811799958,0.10561932023455521,0.8943806797654448
0.1,0.5,14,three_source_diverse,28034,1276,71966,3849,0.04551615894984661,0.053483589472806604,0.9465164105271934
0.1,0.5,15,single_source,28194,2195,71806,5087,0.07785344399517628,0.07084366208951898,0.929156337910481
0.1,0.5,15,redundant_fail_closed,28194,1157,71806,7237,0.041037100092218205,0.10078544968387043,0.8992145503161295
0.1,0.5,15,correlation_aware,28194,266,71806,7420,0.009434631481875577,0.10333398323259894,0.8966660167674011
0.1,0.5,15,three_source_diverse,28194,1332,71806,3817,0.047244094488188976,0.05315711778959976,0.9468428822104002
0.1,0.5,16,single_source,27819,2054,72181,5071,0.07383442970631583,0.07025394494396033,0.9297460550560397
0.1,0.5,16,redundant_fail_closed,27819,1070,72181,7160,0.038462921025198604,0.09919507903741982,0.9008049209625801
0.1,0.5,16,correlation_aware,27819,271,72181,7508,0.009741543549372731,0.10401629237611006,0.8959837076238899
0.1,0.5,16,three_source_diverse,27819,1246,72181,3747,0.04478953233401632,0.0519111677588285,0.9480888322411715
0.1,0.5,17,single_source,28057,2180,71943,5233,0.07769896995402217,0.07273813991632265,0.9272618600836774
0.1,0.5,17,redundant_fail_closed,28057,1160,71943,7354,0.0413444060305806,0.10221981290744062,0.8977801870925594
0.1,0.5,17,correlation_aware,28057,284,71943,7780,0.010122251131624906,0.1081411673130117,0.8918588326869883
0.1,0.5,17,three_source_diverse,28057,1332,71943,3953,0.04747478347649428,0.05494627691366776,0.9450537230863323
0.1,0.5,18,single_source,28089,2131,71911,5234,0.07586599736551675,0.07278441406738885,0.9272155859326111
0.1,0.5,18,redundant_fail_closed,28089,1104,71911,7392,0.03930364199508705,0.10279373113988124,0.8972062688601188
0.1,0.5,18,correlation_aware,28089,243,71911,7616,0.008651073373918615,0.10590869268957462,0.8940913073104254
0.1,0.5,18,three_source_diverse,28089,1263,71911,3897,0.04496422086937947,0.05419198731765655,0.9458080126823435
0.1,0.5,19,single_source,28419,2166,71581,5183,0.0762166156444632,0.07240748243248907,0.9275925175675109
0.1,0.5,19,redundant_fail_closed,28419,1141,71581,7282,0.040149195960449,0.10173090624607088,0.8982690937539292
0.1,0.5,19,correlation_aware,28419,312,71581,7650,0.010978570674548717,0.10687193529009095,0.893128064709909
0.1,0.5,19,three_source_diverse,28419,1346,71581,3856,0.04736267989725184,0.053869043461253686,0.9461309565387463
0.1,0.5,20,single_source,27967,2264,72033,5153,0.08095255122108198,0.07153665681007317,0.9284633431899268
0.1,0.5,20,redundant_fail_closed,27967,1129,72033,7282,0.04036900632888762,0.10109255480127163,0.8989074451987283
0.1,0.5,20,correlation_aware,27967,276,72033,7546,0.009868773912110702,0.1047575416822845,0.8952424583177155
0.1,0.5,20,three_source_diverse,27967,1304,72033,3814,0.04662638109200129,0.052947954409784406,0.9470520455902156
