hidden_fraction,seed,protocol,threshold,fpr,tpr,known_tpr,hidden_tpr,known_attack_mean_pairwise_corr
0.0,12,algorithm_diverse,0.7818012908063753,0.1,0.945,0.945,nan,-0.22916720796931797
0.0,12,evidence_diverse,1.3601536761216044,0.1,0.7784333333333333,0.7784333333333333,nan,-0.22916720796931797
0.0,12,max_pool,1.9725146393797182,0.1,0.9223666666666667,0.9223666666666667,nan,-0.22916720796931797
0.0,12,weighted_max,1.6657693344268103,0.1,0.9205,0.9205,nan,-0.22916720796931797
0.0,12,hybrid_evidence,1.5484694023744985,0.1,0.9513666666666667,0.9513666666666667,nan,-0.22916720796931797
0.0,12,adaptive_evidence,1.6962995391885864,0.1,0.9016,0.9016,nan,-0.22916720796931797
0.0,12,conservative_max,1.873888907410732,0.1,0.9223666666666667,0.9223666666666667,nan,-0.22916720796931797
0.0,13,single_m1,1.3205799022492806,0.1,0.5872666666666667,0.5872666666666667,nan,-0.228106049424896
0.0,13,algorithm_diverse,0.779125851662201,0.1,0.9477333333333333,0.9477333333333333,nan,-0.228106049424896
0.0,13,evidence_diverse,1.3665692042382556,0.1,0.7796,0.7796,nan,-0.228106049424896
0.0,13,max_pool,1.9737346193887229,0.1,0.9244,0.9244,nan,-0.228106049424896
0.0,13,weighted_max,1.657286542543235,0.1,0.9254333333333333,0.9254333333333333,nan,-0.228106049424896
0.0,13,hybrid_evidence,1.5487779723804767,0.1,0.9524666666666667,0.9524666666666667,nan,-0.228106049424896
0.0,13,adaptive_evidence,1.6893349384847443,0.1,0.9050666666666667,0.9050666666666667,nan,-0.228106049424896
0.0,13,conservative_max,1.8750478884192867,0.1,0.9244,0.9244,nan,-0.228106049424896
0.0,14,single_m1,1.3059891640272423,0.1,0.5873333333333334,0.5873333333333334,nan,-0.22830334700127874
0.0,14,algorithm_diverse,0.7869814057703232,0.1,0.9441,0.9441,nan,-0.22830334700127874
0.0,14,evidence_diverse,1.3553588824742338,0.1,0.7828666666666667,0.7828666666666667,nan,-0.22830334700127874
0.0,14,max_pool,1.9661108512332688,0.1,0.9242666666666667,0.9242666666666667,nan,-0.22830334700127874
0.0,14,weighted_max,1.653953395788621,0.1,0.9236666666666666,0.9236666666666666,nan,-0.22830334700127874
0.0,14,hybrid_evidence,1.5469399561104478,0.1,0.9509,0.9509,nan,-0.22830334700127874
0.0,14,adaptive_evidence,1.6862107804303585,0.1,0.9058333333333334,0.9058333333333334,nan,-0.22830334700127874
0.0,14,conservative_max,1.8678053086716053,0.1,0.9242666666666667,0.9242666666666667,nan,-0.22830334700127874
0.0,15,single_m1,1.3077771251170571,0.1,0.5893666666666667,0.5893666666666667,nan,-0.23160585016010446
0.0,15,algorithm_diverse,0.7864053640094792,0.1,0.9442333333333334,0.9442333333333334,nan,-0.23160585016010446
0.0,15,evidence_diverse,1.3767291233008825,0.1,0.7732,0.7732,nan,-0.23160585016010446
0.0,15,max_pool,1.9784455226265965,0.1,0.9217,0.9217,nan,-0.23160585016010446
